bookId,title,series,author,rating,description,language,isbn,genres,characters,bookFormat,edition,pages,publisher,publishDate,firstPublishDate,awards,numRatings,ratingsByStars,likedPercent,setting,coverImg,bbeScore,bbeVotes,price,goodreads_book_id
414295.Dr_Thorne,Dr. Thorne,Chronicles of Barsetshire #3,"Anthony Trollope, Ruth Rendell (Editor)",4.11,"An alternate cover edition for this ISBN can be found here.
  'You must give up this mad idea, Frank ... there is but one course left open to you. You MUST marry money'
Doctor Thorne, considered by Trollope to be the best of his works, is a telling examination of the relationship between money and morality. It recounts the story of the son of a bankrupt landowner, Frank Gresham, who is intent on marrying his beloved Mary Thorne despite her illegitimacy and apparent poverty. Frank's ambitious mother and haughty aunt are set against the match, however, and push him to make a good marriage to a wealthy heiress. Only Mary's loving uncle, Dr Thorne, knows of the fortune she is about to inherit - but believes she should be accepted on her own terms. The third book in the Chronicles of Barsetshire.",English,9780140433265,"['Classics', 'Fiction', '19th Century', 'Victorian', 'Literature', 'Historical Fiction', 'British Literature', 'Romance', 'Audiobook', 'Classic Literature']",[],Paperback,Penguin Classics,557,Penguin Books,April 25th 1991,10/30/58,[],5735,"['2124', '2364', '1031', '167', '49']",96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1174529834l/414295._SY475_.jpg,127,2,3.91,414295.0
720987.Aunts_Aren_t_Gentlemen,Aunts Aren't Gentlemen,Jeeves #15,P.G. Wodehouse,4.2,"The curious case of the Maiden Eggesford HorrorWhen the doctor advises Bertie to live the quiet life, he and Jeeves head for the pure air and peace of Maiden Eggesford. However, they hadn't reckoned on Bertie's irrepressible but decidedly scheming Aunt Dahlia, around whom an imbroglio of impressive proportions develops involving The Cat Which Kept Popping Up When Least Expected. As Bertie observes, whatever aunts are, they are not gentlemen.A classic - the last book written by Wodehouse featuring Bertie and Jeeves.""A tome of well-mannered high comedy, from the ""unrivaled master of the comedy of manners."" - Entertainment Weekly",English,9780140041927,"['Fiction', 'Humor', 'Classics', 'Comedy', 'British Literature', 'Audiobook', 'Novels', 'Historical Fiction', '20th Century', 'Literature']","['Reginald Jeeves', 'Dahlia Travers', 'Bertram Wilberforce Wooster', 'Anatole', 'Florence Craye', 'Thomas Portarlington Travers', 'Harold P. Pinker', 'Major Plank', 'E. Jimson Murgatroyd', 'Vanessa Cook', 'Orlo J. Porter', 'Mr. Cook', 'James Briscoe', 'Abrose Briscoe', 'Angelica Briscoe', 'Herbert Graham', 'Mrs. P.B. Pigott']",Paperback,,167,Penguin Books,February 24th 1977,11/06/74,[],6443,"['2578', '2690', '1048', '113', '14']",98.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391221576l/720987.jpg,67,3,2.84,720987.0
12751121-deirdre-en-de-zonen-van-usnach,Deirdre en de zonen van Usnach,,Adriaan Roland Holst,3.81,"Het verhaal over Deirdre en de zonen van Usnach is een oude sage uit Ierland. De dichter Adriaan Roland Holst (1888-1976) maakte er een zeer persoonlijke bewerking van die in 1920 voor het eerst in boekvorm verscheen. Het is zijn meestgelezen prozawerk geworden. Het vertelt over een jonge vrouw die voorbestemd is de bruid van de koning van Ulster te worden, maar die het land ontvlucht met de minnaar die ze zelf gekozen heeft. De jaloezie van de koning lokt verraad en wraak uit, wat leidt tot de noodlottige afloop die al bij Deirdres geboorte was voorspeld. Roland Holst geeft in deze poetische vertelling een sterk beeld van zijn hoofdpersonen, tegen de achtergrond van eenzame, ruige landschappen. Er staan onvergetelijke passages in Deirdre en de zonen van Usnach, zoals de beschrijving van aanstormende strijdwagens, van het harpspel in de koningsburcht voor de strijd losbarst, of van Deirdres einde.",Dutch,9999999999999,"['Fiction', 'Mythology', '20th Century']",[],Hardcover,,90,"Hijman, Stenfert Kroese & Van der Zande",1948,11/06/20,[],83,"['27', '21', '28', '6', '1']",92.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317304201l/12751121.jpg,69,1,,12751121.0
535754.Reforming_a_Rake,Reforming a Rake,With This Ring #1,Suzanne Enoch,3.91,"Lessons In LoveA governess must never be alone with a man. Her reputation mustn't have even a hint of scandal. She must never reveal personal emotions. No matter how strong the provocation by her employer. A governess never questions her employer's commands. Even when he's tempting her to forsake respectability for desire? She must never, ever, fall in love with someone above her station. Especially a rake—no matter how devastating his kisses may be.Alexandra Gallant is a governess extraordinaire—and if it weren't for that unfortunate incident at her last position, she wouldn't now be forced into the employ of Lucien Balfour, the most notorious rake in London. Though the sinfully attractive earl hired her to teach his young cousin, his seductive whispers and toe-curling kisses suggest he has something far less respectable in mind...and that will never happen. For although Lucien seems determined to teach her about pleasure, she has a few lessons to teach him about love!",English,9780380809165,"['Historical Romance', 'Romance', 'Historical', 'Regency', 'Regency Romance', 'Historical Fiction', 'Fiction', 'Adult', 'British Literature', 'Humor']","['Alexandra Gallant', 'Lucien Balfour']",Mass Market Paperback,,374,Avon,March 2000,,[],3580,"['1086', '1391', '854', '186', '63']",93.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348711091l/535754.jpg,161,2,3.93,535754.0
12820074-cloak,Cloak,,James Gough,3.7,"Thirteen-year-old bubble boy Will Tuttle lives a boring, friendless life trapped in a sterile Brooklyn apartment, suffering from mysterious allergies no doctor can explain. Fed up with his pointless existence he breaks free of the sterile bubble to explore New York City, not expecting to return alive. Along the way, Will discovers that his countless allergies have a single, bizarre source.Suddenly Will is a target. When he's chased through Central Park by a cloaked assailant, a misfit team of bodyguards shows up to keep Will Tuttle alive. . . . And teach him how to blend into a society that isn’t supposed to exist.",English,B005T634QC,"['Fantasy', 'Young Adult', 'Fiction', 'Urban Fantasy', 'Science Fiction', 'Action', 'Young Adult Fantasy', 'Adventure', 'Childrens', 'Epic']",[],Kindle Edition,,311,WiDo Publishing,October 4th 2011,,[],748,"['200', '250', '206', '60', '32']",88.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328319259l/12820074.jpg,76,1,,12820074.0
4467968-jilbab-pertamaku,Jilbab Pertamaku,,"Asma Nadia (Goodreads Author), Femmy Syahrani (Goodreads Author), Helvy Tiana Rosa (Goodreads Author), Nadhira Khalid",3.81,,Indonesian,9999999999999,"['Islam', 'Nonfiction', 'True Story']",[],Paperback,,165,Lingkar Pena Publishing House,June 2005,,[],517,"['176', '134', '155', '39', '13']",90.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1604227376l/4467968.jpg,93,1,,4467968.0
780845.Black_Cat_Volume_01,"Black Cat, Volume 01",Black Cat #1,Kentaro Yabuki,4.08,"Two years ago, Train, a high-level assassin known as Number XIII in Chronos, left the secret society to live by his own rules. Since then, Train has been a sweeper, a bounty hunter, catching criminals and bringing them in alive. But his main mission is to find a former Chronos member who killed his best friend.",English,9781421506050,"['Manga', 'Graphic Novels', 'Fantasy', 'Comics', 'Action', 'Shonen', 'Comics Manga', 'Fiction', 'Anime', 'Young Adult']","['Sven', 'Train Heartnet/Black Cat', 'Rinslet Walker']",Paperback,,208,VIZ Media LLC,March 7th 2006,01/01/01,[],14978,"['6946', '3934', '2874', '827', '397']",92.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399825755l/780845.jpg,91,1,2.05,780845.0
783127.The_7_Habits_Of_Highly_Effective_Teens,The 7 Habits Of Highly Effective Teens,,Sean Covey,4.07,"Being a teenager is both wonderful and challenging. In The 7 Habits of Highly Effective Teens, author Sean Covey applies the timeless principles of the 7 Habits to teens and the tough issues and life-changing decisions they face. In an entertaining style, Covey provides a step-by-step guide to help teens improve self-image, build friendships, resist peer pressure, achieve their goals, get along with their parents, and much more. In addition, this book is stuffed with cartoons, clever ideas, great quotes, and incredible stories about real teens from all over the world. The 7 Habits of Highly Effective Teens will engage teenagers unlike any other book.An indispensable book for teens, as well as parents, grandparents, and any adult who influences young people, The 7 Habits of Highly Effective Teens is destined to become the last word on surviving and thriving as a teen and beyond.",English,9780684856094,"['Self Help', 'Nonfiction', 'Psychology', 'School', 'Personal Development', 'Parenting', 'Education', 'Teen', 'Business', 'Read For School']",[],Paperback,,268,Simon Schuster,October 9th 1998,01/01/97,[],29162,"['12974', '8759', '4881', '1526', '1022']",91.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442369818l/783127._SY475_.jpg,587,7,4.21,783127.0
15830590-the-quilting-bee,The Quilting Bee,The Amish of Ephrata #2,Sarah Price (Goodreads Author),4.3,"Book 2 in the Amish of Ephrata Series. Priscilla Smucker's mother has talked her into spending the winter months making a quilt. After picking out the pattern and the fabric, Priscilla is ready for sharing fellowship with the other Amish women in her community. Unfortunately, the attention that she receives warrants more jealousy and bullying from another young woman. For the second time, Priscilla has to determine how to deal with the fallout from bullying by Susie Byler. Will it drive a wedge between Priscilla and the community or, even worse, Stephen Esh? This Amish novella is a perfect read for young adults and adult readers who love Amish or Christian fiction. Includes discussion questions for book clubs or just private reflection.",English,1230000012040,"['Amish', 'Christian Fiction', 'Novella', 'Fiction', 'Amish Fiction']",[],ebook,,77,Price Publishing,August 14th 2012,08/11/12,[],337,"['177', '102', '43', '12', '3']",96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347194164l/15830590.jpg,97,1,,15830590.0
45719585-my-grace-is-sufficient,My Grace Is Sufficient: God’s Strength Is Made Perfect in Weakness,,Megan Walker,5.0,"Are you living a life full of hurt and despair? Perhaps you have been abused, left alone, and filled with anger, fear, and hatred. In this book, you will find the story of a young girl named Layla. She went through deep hurt and agonizing pain, which left her feeling lifeless and ready to die. This is her story from drugs, alcohol, promiscuity, and near death; to a life of salvation, deliverance, healing, and victory! The gospel of Jesus Christ introduced to her in the heat of it all, changed this young girl’s life forever; bringing her hope, love, joy, and peace. This page-turner is one that will leave you encouraged and determined to fight through your struggles, and trust God with every area of your life. No matter how dark and hazy it may seem, God’s light will shine bright- right through it all!
  God’s Glorious Power is More Evident when it is displayed in Weaker Vessels!
  
   —Pastor Charles Sanders
",,B07PR33N8D,[],[],Kindle Edition,,130,WestBow Press,March 13th 2019,,[],2,[],100.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557595229l/45719585._SY475_.jpg,100,1,,45719585.0
6163.The_Border_Trilogy,"The Border Trilogy: All the Pretty Horses, The Crossing, Cities of the Plain",The Border Trilogy #1-3,Cormac McCarthy,4.44,"Beginning with All the Pretty Horses and continuing through The Crossing and Cities of the Plain, McCarthy chronicles the lives of two young men coming of age in the Southwest and Mexico, poised on the edge of a world about to change forever. Hauntingly beautiful, filled with sorrow and humor, The Border Trilogy is a masterful elegy for the American frontier.",English,9780375407932,"['Fiction', 'Westerns', 'Literature', 'Novels', 'Historical Fiction', 'American', 'Classics', 'Literary Fiction', 'American Fiction', 'Contemporary']",[],Hardcover,,1040,Everyman's Library,September 28th 1999,10/28/94,[],5592,"['3187', '1832', '443', '94', '36']",98.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390950551l/6163.jpg,782,11,10.59,6163.0
